m,p
1.0, -0.04929238562412763
5.0, 5.561936077487818
5.0, 4.758959968330168
1.0, 2.8072476364115744
7.0, 8.183429407895968
7.0, 6.8900724610253485
1.0, 1.1651288559063744
9.0, 10.112517398299875
3.0, 2.0936276645865384
9.0, 7.60274302488978
1.0, 1.1063336311328353
5.0, 5.425420350387183
9.0, 8.022960055857054
9.0, 9.39587661932917
5.0, 4.107834317099189
1.0, 1.12492915812474
5.0, 7.147314827339999
9.0, 10.69572334215135
5.0, 5.796091604908595
3.0, 1.1447984330019003
9.0, 8.494122515134432
7.0, 5.739106516661588
1.0, 2.321315416072097
5.0, 5.2289209045089615
9.0, 8.420916823831533
7.0, 8.712531656955017
5.0, 4.739677137766294
5.0, 4.7064505356823485
7.0, 9.126400969493183
9.0, 9.506994853676257
5.0, 4.823952560420483
3.0, 2.265306640055136
5.0, 4.273892539886803
5.0, 6.001500185967063
9.0, 9.076834157169277
5.0, 5.743571328187934
9.0, 9.321287424460822
5.0, 5.870298380126996
5.0, 6.123056371925628
5.0, 6.111530936638726
5.0, 6.276972440975461
7.0, 4.475451971557401
3.0, 2.905176640162955
1.0, -0.9445484212161701
5.0, 5.771214240581262
7.0, 5.238310563121931
5.0, 3.224005847279763
3.0, 3.8251416851267117
1.0, 0.6625070392875889
9.0, 8.164075711274586
3.0, 1.8395202118671905
7.0, 7.780488700568524
1.0, 2.692876244917672
7.0, 6.95276349455164
3.0, 3.2988005090148773
1.0, 0.7061008171025995
7.0, 6.335609509341795
9.0, 9.35924783525428
5.0, 6.122120001252422
7.0, 7.7532837941885795
3.0, 4.104683452236661
3.0, 2.535308928818319
7.0, 6.410495515136475
7.0, 7.795255899611991
3.0, 1.7395666777168142
7.0, 5.28925553066466
7.0, 9.118941477929503
5.0, 5.190468389872555
1.0, 0.5222288142049021
7.0, 7.294720045037854
5.0, 4.422630639454328
9.0, 10.385887844977939
1.0, 1.029779652797872
9.0, 10.158466782403657
5.0, 3.9163983702471237
3.0, 1.4415695353923625
7.0, 6.600344562286422
3.0, 3.635739663671896
1.0, -0.09737442840437294
1.0, -0.0939057297381356
1.0, 0.46039472578772145
3.0, 4.266292899577363
5.0, 5.088160570102643
1.0, 1.9399450522428092
1.0, 0.9158978802778566
3.0, 2.2491288771399676
9.0, 8.66468533156818
9.0, 8.065814975935144
9.0, 8.151821613473759
9.0, 10.066792778514477
1.0, 1.2436404440053639
7.0, 7.071236234308796
5.0, 6.59503082695825
1.0, -0.136865363153861
3.0, 2.832133613110143
7.0, 7.240236456464539
3.0, 3.0109804672175944
1.0, 2.581256717264228
7.0, 6.931819098881145
3.0, 2.136475621408212
3.0, 3.344008302729999
9.0, 8.591897648349939
5.0, 3.04493187992129
1.0, 1.772452338343041
7.0, 5.932030771725203
9.0, 8.102805692033364
3.0, 2.2990415739185646
1.0, 0.2120111953840763
7.0, 8.050413679036486
3.0, 2.2766684823602645
9.0, 9.008517705199829
7.0, 6.15931014012921
7.0, 7.174908377125614
1.0, 0.9557309323926475
9.0, 10.170228833836793
3.0, 4.16359499368658
3.0, 3.925225559077918
7.0, 6.9637817837711875
9.0, 8.410476403294714
5.0, 6.084772927767895
5.0, 2.6880452826764816
9.0, 10.461856216527037
7.0, 9.718661293039789
5.0, 4.731993330094983
7.0, 5.800805953183535
1.0, -1.1033376987410524
7.0, 7.80471442397472
1.0, 0.24576878712989625
3.0, 3.1433856690475683
