m,p
4.0, 5.615549851947762
7.0, 6.537372853866308
5.5, 5.528168844837258
5.5, 5.774434379632073
5.5, 4.790413050273146
1.0, 0.5698625052653391
5.5, 4.69096482193463
4.0, 3.235086952690237
1.0, 1.8618882722464591
7.0, 6.303994729336919
2.5, 2.480672468048324
2.5, 2.7881275127886167
1.0, 1.919388421838979
2.5, 2.969878502338233
4.0, 2.665964788866984
2.5, 0.8204452870864067
1.0, 0.5794670524081054
4.0, 5.675776101836812
5.5, 5.13995163889306
7.0, 6.067828432368997
7.0, 7.992976727259857
2.5, 2.1611195495582507
2.5, 4.2794640745841885
2.5, 2.955924435396504
5.5, 7.343553717388534
5.5, 6.1925850129179185
7.0, 6.65454854343486
5.5, 6.521274643683274
2.5, 2.2743334697313475
5.5, 5.92041570748398
2.5, 2.416075581862149
7.0, 7.633437120063198
2.5, 3.2360132092446334
7.0, 7.065478791118808
5.5, 3.3710493348903157
4.0, 3.8941975518309184
1.0, 0.7154533061531643
7.0, 6.188086306847153
5.5, 5.400543714169417
4.0, 4.825970792879666
2.5, 3.043446293543765
4.0, 3.43658561337843
4.0, 4.4724141079885
7.0, 7.036783746910787
7.0, 6.819035932547772
4.0, 4.055115157597881
2.5, 3.276171606362043
7.0, 8.131466692104572
2.5, 4.695826913565488
2.5, 2.394611456643234
1.0, 1.7701402804953665
4.0, 6.811056541336395
4.0, 3.55017145764003
1.0, 2.6025226446027485
7.0, 6.935731538579169
7.0, 6.899771582580084
1.0, 2.1251308004401053
4.0, 4.300059438011608
1.0, 2.3542525452337495
5.5, 7.758242879549028
5.5, 6.485081865641517
2.5, 2.1764931662219027
7.0, 6.886292504528345
1.0, 2.0020063533394277
1.0, 2.0073241190152116
2.5, 0.7874485616710276
2.5, 1.1383581598110992
5.5, 6.453738242593773
4.0, 3.021387678992588
7.0, 5.557566585100856
4.0, 4.2502071438334434
5.5, 4.636146055597347
7.0, 6.279334576206666
4.0, 3.48733941645879
5.5, 6.561566554013076
7.0, 5.3190852381484275
