m,p
3.0, 2.6243737423817692
3.0, 2.829476428903041
2.0, 2.3794328168603527
1.0, 0.06589416661422443
3.0, 4.721805774833849
2.0, 3.382434238988778
1.0, 0.7739036984683807
1.0, 3.078221581212414
1.0, -0.5921239962026554
2.0, 2.6980938785812616
2.0, 2.785918065823936
2.0, 1.8611058276980594
2.0, 1.116442583792301
2.0, 1.8492349480257808
1.0, -0.9832014464073409
2.0, 1.1939701286226079
2.0, 3.545666841353878
2.0, 1.1503144380831603
3.0, 2.1433529997281147
3.0, 0.9725854658884927
2.0, 1.7125331617981565
2.0, 2.174611623450166
2.0, 2.1020916312000293
1.0, 0.005018822819015223
2.0, 3.4387699676489154
1.0, 0.1266948213194673
3.0, 3.115333209149738
1.0, 3.0983330805652534
1.0, 2.4209412850203877
2.0, 2.918940319677634
2.0, 1.2805014840765852
2.0, 3.469578042104337
3.0, 3.582113781247432
2.0, 3.001250872314502
2.0, 1.5227936608514234
2.0, 2.8181394163361446
3.0, 3.8367661479926216
2.0, 0.7510070944980793
2.0, 2.4697576180466245
2.0, 2.0992842002702625
2.0, 2.2579681029373306
3.0, 4.478792905294599
3.0, 1.6250041740941485
2.0, 2.8488546257411387
3.0, 2.217940418366718
1.0, 0.8214183812928355
3.0, 3.8740911819115187
1.0, 1.6573228961506274
2.0, 1.721139599100891
3.0, 2.5533765671717856
1.0, 0.08649380767774095
1.0, 2.4249960519531055
2.0, 1.7481112037780062
3.0, 2.8528096481151572
3.0, 4.74243501453187
1.0, 1.3517162853486773
3.0, 2.9716934240241986
3.0, 1.4349130348119457
3.0, 4.193012856308097
2.0, 2.4702941886793965
1.0, 0.9165397113597874
2.0, 1.268522344420767
1.0, 1.1103356580356012
1.0, 1.1157825952613651
1.0, -0.21093293901100285
1.0, 2.0659645009182643
3.0, 2.140407638175165
1.0, 0.9144979853512256
1.0, 1.600976314763431
2.0, 1.9178932702204141
2.0, 1.4268640819759129
1.0, 1.2709463139320933
3.0, 2.4316233379130345
2.0, 0.8327295541313888
1.0, 2.2803705245302286
2.0, 0.8203706373906734
2.0, 0.3834936979051
3.0, 3.5906023367988644
2.0, 3.6628669860725527
3.0, 3.5044177378019006
3.0, 3.019629298026953
2.0, 0.8866846088200169
1.0, -0.48734526959478575
1.0, 3.689517062797257
1.0, 0.5131025925723094
3.0, 3.4920783241357243
2.0, 0.8471496024263758
3.0, 3.4194260493493043
2.0, 1.7930764969716262
1.0, 0.23723721265821818
1.0, 0.8375363330216344
3.0, 2.5569542306381363
1.0, 0.390550227257104
2.0, 2.3527828251205403
1.0, 0.912056326910635
3.0, 2.640087562462705
2.0, 2.7442299965738393
1.0, 0.45862676640905053
3.0, 4.234397498043755
1.0, 2.3629679423713337
1.0, 3.075234818320768
2.0, 1.8760793903676594
3.0, 2.542886223365069
3.0, 3.031551617448005
2.0, 2.9214090745885164
2.0, 1.7457380308715988
3.0, 4.299908466886826
2.0, 2.273925169734545
3.0, 4.179530704602238
3.0, 4.4159154439600465
1.0, 2.728642297109771
2.0, 2.4817111539946604
2.0, 1.0366696340725912
1.0, -0.7060166472919172
3.0, 3.288408417708179
1.0, -0.03466791933246949
3.0, 2.7148824486951915
1.0, 1.0136430129604674
1.0, 2.172604324134449
3.0, 3.8229706109805206
2.0, 2.0218347959919303
2.0, 4.275999992766057
2.0, 1.9720987180072642
1.0, 0.025612571683269247
3.0, 3.116458833084819
1.0, -0.36341554273867027
2.0, 3.723349806594832
3.0, 2.2717933059311077
3.0, 2.0474243494495767
2.0, 1.135716237398546
2.0, 2.291250716030233
2.0, 2.887293344143151
1.0, 0.5131368741626476
3.0, 2.182910188402393
2.0, 0.3982921184560162
2.0, 1.425269951712654
3.0, 2.346479167745428
1.0, -0.22811413638760114
1.0, -0.0788324912828835
3.0, 3.40360226819619
2.0, 2.3917727336341756
1.0, 1.3474184501504038
1.0, 0.6424024749253034
3.0, 1.946736428220612
3.0, 2.027820752456179
3.0, 4.185817687976999
3.0, 3.9370012347461887
3.0, 3.2683587244959713
2.0, 1.8970280165861075
1.0, 1.916935233567983
2.0, 2.2913540463170388
1.0, 0.2663312929587913
2.0, 1.69226738537856
1.0, 2.793194456446505
2.0, 3.236809268161526
1.0, 2.8710090977854463
2.0, 1.4047129797559963
2.0, 2.097168121952069
2.0, 2.0862446388984224
2.0, 1.596658538996678
1.0, 2.059381863623117
3.0, 3.0048296456320585
1.0, 1.7077915202225324
2.0, 1.1829879933229162
2.0, 2.3336738400438963
