m,p
1.0, -0.8320228791296622
10.0, 8.69164967574275
7.0, 6.100435862824035
1.0, -0.6553233947083958
10.0, 7.650232589431672
13.0, 3.06265690087794
1.0, -2.561724981044602
4.0, 6.238512986642592
4.0, -0.3179077464224713
4.0, 1.3618563037185556
1.0, -0.06595265085215019
4.0, 8.830581218234698
4.0, 4.027275002448495
10.0, 10.397425855202648
13.0, 10.322124045252615
1.0, 2.893640062157446
1.0, 1.7620264243750101
7.0, 5.117379329387316
13.0, 10.067997359931393
13.0, 17.39752969890949
1.0, -0.4769840055523329
7.0, 6.254279011000935
10.0, 13.062098357894154
13.0, 5.642679450257194
13.0, 11.880082283398474
10.0, 11.916943122563287
1.0, 1.5288883318830078
4.0, 10.892920762730897
4.0, 5.35992262253094
10.0, 11.32437329401828
1.0, 1.898027612468852
7.0, 9.51373285258674
7.0, 12.51519323289278
1.0, 6.175744673952491
7.0, 11.103552983493444
1.0, -0.36304471976839836
1.0, 0.14767584392865907
4.0, -1.6369444796038373
13.0, 8.781240515551412
13.0, 9.378379507745217
1.0, 1.8476120096614392
4.0, 2.7056000246900567
10.0, 12.180421618089968
10.0, 13.512951611452507
13.0, 10.063886171136662
10.0, 4.782879202912885
7.0, 12.689826306963152
13.0, 13.28297863238418
4.0, 5.470906672138814
4.0, 2.707790971095216
7.0, 12.840101930256797
10.0, 7.611107776353974
10.0, 12.394525196389148
10.0, 16.826113174338
13.0, 9.34372142468897
7.0, 5.067277770135851
10.0, 6.212855650596557
7.0, 7.921678185451184
13.0, 14.7287201378544
10.0, 9.412652840790788
10.0, 6.978417603570863
7.0, 4.332894898529057
10.0, 6.554150426667055
4.0, 6.650146299615772
4.0, -3.8286076409170597
7.0, 8.769904899960466
13.0, 12.080794179067464
10.0, 7.604133340910265
13.0, 13.833155783840745
7.0, 3.959649480729986
13.0, 13.183056653770237
10.0, 9.444370513618559
4.0, 0.6139779178719422
1.0, 7.447388285073129
13.0, 10.951664248381867
13.0, 13.614560275086085
13.0, 19.59622997074901
1.0, 3.047893334056191
10.0, 9.34498516490444
4.0, 2.628423592191479
1.0, -5.952347469431835
4.0, 2.286859612453534
1.0, -2.2543185089104556
7.0, 7.99539702082377
4.0, 0.08653227898000715
13.0, 12.775831539194632
4.0, 4.05200309032984
7.0, 8.680571923061606
7.0, 7.246752038625716
10.0, 12.45041208594456
7.0, 7.900785401937343
4.0, 2.5169742318227786
13.0, 13.444085773312475
4.0, 8.234123551889125
4.0, 4.590071712849751
1.0, 2.716780700198355
7.0, 6.692593435478521
4.0, 8.44481115493977
10.0, 8.849088749356692
4.0, 5.364284674940294
4.0, 5.080037372086175
4.0, 4.821907774016112
1.0, -5.716842151538886
13.0, 12.797880680090438
10.0, 12.182641903230127
7.0, 8.055987139500312
13.0, 17.72775183380636
7.0, 3.955389459080694
1.0, -1.684915619620904
4.0, 7.315353746384067
