m,p
5.0, 3.9055998695409135
4.0, 5.689215040323779
5.0, 4.913094478314013
1.0, 1.0871177655886202
3.0, 2.5885553745469547
5.0, 5.411365557291204
2.0, 3.6558224570113973
5.0, 6.457598899533702
1.0, 2.022390794687605
4.0, 1.960253936052685
2.0, 2.903255482864805
2.0, 1.043545048669594
1.0, -0.45811081654297503
4.0, 4.793053904165483
1.0, 1.1832934361622023
2.0, 2.0984268869234395
5.0, 4.9442602332861245
5.0, 4.892804280370303
1.0, 0.503736987463228
4.0, 4.390498936481221
5.0, 4.2232556327943245
1.0, 2.5734179712429994
5.0, 6.979201439523706
3.0, 3.993396274258686
4.0, 2.7994497754257335
1.0, 0.9134990638323558
3.0, 2.90558830017961
1.0, 0.2745923698365087
5.0, 6.676822693782626
3.0, 4.391281926426899
2.0, 3.910078533675306
3.0, 3.69750825214269
3.0, 4.664670315457858
4.0, 1.934386283422315
4.0, 5.245555661711157
3.0, 2.7655544368288405
5.0, 2.2925213233097494
5.0, 4.610977218824804
1.0, 0.6359211686363286
4.0, 3.166288642327209
2.0, 0.6530281978794075
4.0, 3.4697633513245885
2.0, 2.5487553144690813
3.0, 2.410951070275897
4.0, 5.049345657459772
5.0, 6.139072879922811
1.0, 0.15634837789126554
2.0, 0.8617399489072166
5.0, 4.5295841033950826
1.0, 1.850178539466248
3.0, 4.526661690519235
5.0, 5.543390853931829
3.0, 1.72825249526292
5.0, 3.657383244149683
1.0, 1.8985343465956666
5.0, 5.920080322811845
4.0, 4.023298387186599
3.0, 4.024327695335525
2.0, 3.4665437583282506
4.0, 2.8363481420163623
3.0, 2.64579076261857
4.0, 2.8288354794444914
5.0, 4.220561779355146
1.0, 2.370305431192179
4.0, 5.54281821424342
4.0, 3.318794896831495
4.0, 5.336866065721919
4.0, 2.8648979356228454
1.0, -0.8758370884634343
4.0, 3.4772027018245772
5.0, 4.306640182554986
2.0, 1.4423760451481278
4.0, 5.211266002578093
3.0, 2.6460439375401954
3.0, 2.3750682086049135
4.0, 3.4252717615168944
3.0, 2.4841641812710473
1.0, -1.4022042401099744
1.0, 2.1300495356503193
3.0, 3.135442586378057
3.0, 3.3269799542468954
2.0, 0.8053959159786628
4.0, 3.7994555279070075
3.0, 3.8252612240269346
5.0, 5.05330858047631
1.0, 1.9131018629168772
1.0, 2.3321028498342335
4.0, 4.70071206635902
5.0, 5.6400611527086975
4.0, 3.8467654240679825
1.0, 0.9637161115045022
3.0, 1.4250399341450106
2.0, 2.3011245432755976
1.0, 1.3167985048391195
5.0, 4.886378383412162
5.0, 5.931283986535361
3.0, 2.113108857940587
5.0, 5.020657858275392
5.0, 5.990113614325768
2.0, 1.6967381112173818
2.0, 2.5188364350005026
4.0, 1.7911805922745896
3.0, 2.749817776321165
5.0, 5.297556135568014
4.0, 3.493097315016369
2.0, 2.0591729901305773
2.0, 1.6049872714500637
5.0, 5.075827354930007
3.0, 3.183987308793765
4.0, 3.3429405637046266
1.0, 0.5498364046155695
2.0, 1.2540052320218318
4.0, 4.745102971796169
3.0, 3.3285162222804927
5.0, 4.639791063891391
2.0, 2.527642985351861
1.0, 0.18859709031099958
4.0, 3.2211148956902704
5.0, 4.469493641900255
4.0, 2.980317042179036
1.0, 2.10766456231393
2.0, 2.143163241121276
5.0, 3.602250352100664
3.0, 2.2023662793994045
4.0, 3.3909243559338718
3.0, 3.808044162398197
1.0, 2.2071847939126292
5.0, 5.058635335548628
4.0, 4.35664536722309
5.0, 6.294680136237494
4.0, 4.98094843664937
3.0, 2.3709888780548942
2.0, 1.3174837905993186
3.0, 4.2588883278472185
4.0, 4.197263208904875
5.0, 4.974913251448672
1.0, -0.16132884269858172
3.0, 3.880231956590777
4.0, 3.914670136771161
3.0, 4.119875869928392
4.0, 3.502360643162455
5.0, 5.9529987590452125
1.0, 1.472856366916992
3.0, 2.527926706182084
4.0, 4.885073211671614
3.0, 4.4782326327043105
4.0, 4.072618438985736
3.0, 3.9103344027014333
5.0, 4.603861872037301
1.0, 0.052764409249593136
4.0, 3.4012849556498312
1.0, 0.5523539458146312
1.0, 0.26105003006186156
4.0, 2.3960841649695035
3.0, 1.8928175227924862
4.0, 4.503749070491159
1.0, 0.28634828190718553
5.0, 3.8541427496215435
4.0, 3.7559928995012144
3.0, 4.243586181257198
5.0, 4.637281810146751
1.0, 0.7789244505372658
3.0, 3.3860914466908474
5.0, 5.824658366241225
5.0, 6.620692899071562
1.0, 1.0543564242519177
4.0, 2.555225498558191
3.0, 1.2524607026695371
3.0, 3.9549867599605513
3.0, 2.1422050983328957
5.0, 4.122343448739121
1.0, 0.9910718116390131
5.0, 6.051543197670459
4.0, 4.401405745283797
2.0, 1.0638341010552266
2.0, 1.7137319219442024
3.0, 2.404282342804596
5.0, 7.20980719607922
2.0, 0.8027144418005185
4.0, 5.261663908026296
3.0, 3.3207168945898777
5.0, 3.969130479403676
5.0, 6.347446047760094
4.0, 3.6435566622030313
5.0, 4.237232937022627
2.0, 2.134526563721105
1.0, 0.9001296193205408
3.0, 3.0539759901269212
3.0, 3.1922961726123793
5.0, 5.801902221691192
4.0, 3.517213147627985
5.0, 6.211127729352142
3.0, 3.6654764781405373
4.0, 5.217401456307068
1.0, 1.9240000058859275
4.0, 5.026169910081929
2.0, 1.6257701241733404
1.0, 3.151664758090054
2.0, 3.5531027732365446
1.0, 2.345729971657726
1.0, 2.1648560300256037
1.0, 0.7425009424480228
5.0, 4.931168818313964
5.0, 4.504661583825545
2.0, 1.3039134944338184
3.0, 2.23436416244364
3.0, 2.8365540466029957
3.0, 4.283714281676704
3.0, 3.1746460534894463
3.0, 4.592515793242526
2.0, 1.5160645986463226
3.0, 2.6934958857528013
2.0, 2.8021310758594478
5.0, 5.705584610311821
2.0, 1.215075250269908
4.0, 4.5617363774347774
1.0, 0.41208020393872724
4.0, 3.697728234333061
5.0, 6.57801823493371
4.0, 4.024013591191107
3.0, 1.975293207993321
1.0, -0.36466565165278086
5.0, 4.7101806390961345
2.0, 1.8493179099813568
4.0, 4.827653860593209
2.0, 2.669558481671078
4.0, 4.965693594496149
1.0, 1.503719767778256
3.0, 4.6690488740693405
1.0, -0.35629980010960804
5.0, 5.62593036589407
1.0, -0.26070650053382805
1.0, 0.5549756634899223
5.0, 4.216543996802169
5.0, 5.318533406858287
3.0, 3.614970184836066
1.0, 1.551156127115524
3.0, 1.4616774598641011
5.0, 4.557094934127356
4.0, 4.92160432197592
1.0, -1.0978519636480413
1.0, 1.2172123170484968
2.0, -0.4917383335788239
5.0, 6.232987836596969
1.0, 1.907841112145031
4.0, 3.4771516185663094
5.0, 3.9678774563344623
5.0, 4.810867332672712
3.0, 3.6117632174138543
3.0, 2.22320128350496
2.0, 2.0709833799365307
3.0, 3.190797940201989
5.0, 7.04856506005728
5.0, 3.1933422334603465
4.0, 3.0320007467596914
5.0, 4.7728431155362765
3.0, -0.131449242714047
2.0, 2.5567580928132703
2.0, 1.8128792244566105
5.0, 4.067217184902631
4.0, 3.442659482919009
2.0, 2.097360142278782
5.0, 3.4935209490423604
3.0, 4.094359228300833
5.0, 4.37401587611541
1.0, 0.24536904349865074
5.0, 4.6987602033041105
2.0, 2.7420803215312906
2.0, 2.7790317284677872
5.0, 5.525634347256518
3.0, 3.1749246886839435
2.0, 3.111999714215992
1.0, 0.4066393876426865
2.0, 2.5626053344600344
1.0, 1.4492046836946864
2.0, 0.674532405324449
4.0, 3.971191912817595
1.0, 1.0147952743295576
3.0, 1.4734229569759678
5.0, 5.389030080615665
3.0, 3.8144202825016054
4.0, 4.54474131907172
5.0, 3.675777539459575
3.0, 3.406463213883794
4.0, 2.4093907227013913
2.0, 2.245380897566446
4.0, 3.3768160939460596
3.0, 2.4794285309240904
3.0, 3.0396507487473516
5.0, 5.4792015264257365
3.0, 3.174073798601345
2.0, 1.3218749117742092
5.0, 6.264116039529112
4.0, 4.242923421798219
2.0, 2.320431063884453
2.0, 1.917592483030089
1.0, -0.3145410362160732
1.0, -0.035543693828521405
3.0, 3.3712607970633335
1.0, 1.1487991419200745
4.0, 4.466417330098456
2.0, 2.630883327638232
5.0, 4.798279175601914
4.0, 4.922049095605154
3.0, 3.2530892267799514
1.0, 1.8787507101856913
4.0, 4.681812965201086
2.0, 2.594949365975123
5.0, 6.284311505677002
2.0, 1.2111745911070635
5.0, 3.1810696261517553
2.0, 1.8537010269741532
3.0, 3.978903436423977
1.0, 0.1363456497064941
3.0, 2.9773707502685953
2.0, 2.3116631844096216
2.0, 2.3532098080179917
4.0, 4.5966235657738395
1.0, -1.2243912533161128
2.0, 2.196164885134687
1.0, 1.1244741984523745
4.0, 3.5868748097946885
2.0, 1.5650344430432575
3.0, 3.424120663097044
4.0, 3.4851676377220304
4.0, 3.015077276006987
3.0, 2.433868173072749
5.0, 4.055881117569178
3.0, 1.6105265930116222
3.0, 2.839952801265574
5.0, 7.132847399726321
1.0, -0.45443955118132817
5.0, 5.439222277583309
3.0, 2.95434823359997
3.0, 1.7852182313990184
3.0, 4.104170620931287
1.0, 0.673510956355766
3.0, 2.5649356487067734
4.0, 4.0548464566287565
5.0, 5.686758177413152
1.0, 0.3886744370538675
1.0, 0.962542199209063
3.0, 1.4850893322902388
1.0, -0.9517828763171472
1.0, 1.201878781247752
1.0, 0.6698507217426142
2.0, 2.0406993155102104
1.0, 1.3246954636783959
3.0, 2.711700706870203
4.0, 3.3698438360328593
4.0, 3.680708932862923
4.0, 3.1467884104061126
3.0, 1.0363204945929048
3.0, 2.158260018327634
3.0, 2.9087319033949566
1.0, 2.883748328806993
3.0, 4.790726343978418
5.0, 4.5668488886697265
2.0, 3.092625637387698
2.0, 2.162342510951151
4.0, 5.593494748799651
1.0, 1.8602680494014443
4.0, 3.9679202708535817
3.0, 2.9097127022349225
2.0, 3.402364224045546
4.0, 4.91216182208844
5.0, 4.749346290460524
2.0, 1.3462280357913508
4.0, 4.482052145273875
3.0, 2.282619638175026
1.0, 0.7238688363666452
4.0, 2.928334327391523
1.0, 0.8514688344396332
1.0, 2.9537725542213833
2.0, 0.8968882116069881
2.0, 2.3880565491935397
2.0, 1.055200588514558
1.0, 0.18627036779104622
1.0, 2.1549370584869285
4.0, 2.5710632481361797
4.0, 3.0800809075129525
5.0, 6.82537242768829
4.0, 4.361319484899556
4.0, 4.375079674072407
3.0, 0.3518456044111078
3.0, 3.467870199889758
1.0, 1.9566313773799653
3.0, 4.236950001540623
3.0, 3.6511580447544763
2.0, 0.8034889861990813
3.0, 3.327894152298444
1.0, -0.09367969756216432
1.0, 0.029886171394721828
4.0, 4.477336135519922
3.0, 3.766103965663441
4.0, 4.390211050591562
5.0, 3.8575917365441783
2.0, 2.81513118557284
4.0, 4.334490544553631
1.0, 1.306670450885396
5.0, 4.461933148484397
1.0, 1.3184511923700755
2.0, 1.7002032451401847
2.0, 2.998303407977723
1.0, 1.8013580334628556
3.0, 3.2235952752664403
1.0, 1.1463228469171822
3.0, 3.0195689988920025
3.0, 3.6749858512586413
1.0, 0.5560250913856173
3.0, 3.36082362169937
5.0, 5.072292644519002
4.0, 5.399311997969835
2.0, 3.0608065418913473
1.0, 3.403992642876721
2.0, 2.6538505328870494
2.0, 1.5391555299062356
4.0, 3.339358193756979
1.0, 3.240437620599945
1.0, 1.1236074187338556
1.0, 1.8889582637818843
2.0, 0.8778563522339273
3.0, 2.7275989838972805
3.0, 2.2312178656792776
1.0, 0.1323482630777888
5.0, 5.189197631003959
4.0, 2.5484347078137337
1.0, 1.9500798566582773
5.0, 5.08341214645296
1.0, 1.8946533034932331
2.0, 0.16871822279676985
5.0, 6.819937934037111
1.0, 0.6813659840538734
5.0, 4.926968629271724
2.0, 2.061137167584811
4.0, 5.046034937775177
3.0, 1.5785844498918709
1.0, 1.6372048691323906
5.0, 3.7036572496198725
4.0, 3.4685749863939908
4.0, 4.4368722404906995
5.0, 4.514260666216955
2.0, 2.1662704445504035
1.0, 0.1699556715868623
4.0, 3.7321510859704565
1.0, 2.2547807772006605
4.0, 2.91882603557804
3.0, 2.5027515188857543
3.0, 2.7107778203786497
4.0, 5.501852012487146
5.0, 5.520558697228658
1.0, 1.165912689696481
2.0, 1.409975884363706
3.0, 3.0575450641426296
5.0, 5.250094800045774
1.0, 3.1496181739596736
2.0, 2.0206609545279113
4.0, 3.1353244908639293
1.0, 0.4013343088222643
2.0, 2.0099586852330593
4.0, 5.368942189389156
5.0, 6.342692248812671
1.0, 1.2216796569736352
3.0, 4.2832313360759295
2.0, 2.441094554716683
2.0, 2.1496286443309676
5.0, 4.785122688348474
1.0, -0.47716344742152406
5.0, 4.312708867080676
1.0, 2.041989593891943
2.0, 2.588102342708967
1.0, 1.226720003788289
4.0, 4.279932528205348
5.0, 6.196553961131055
5.0, 4.419706412915589
1.0, 2.3037512527470367
2.0, 2.597670584161059
1.0, 1.5994849615089688
5.0, 4.163778601776488
2.0, 3.2143035755136014
1.0, 1.1084697184886667
2.0, 1.6677283383702877
5.0, 4.30273466782367
1.0, 1.251128642524365
5.0, 5.032142993407799
5.0, 6.7116921891992565
3.0, 3.0590636681926258
4.0, 3.8255039135205813
1.0, 0.9338785991361873
1.0, 0.32457830127136855
5.0, 5.274746132125206
3.0, 2.656077081456143
4.0, 2.9617620230768393
4.0, 5.339560596299339
1.0, 1.2397215837837832
1.0, 1.5665360721435702
3.0, 3.6039194143357416
2.0, 1.9652513444669282
4.0, 4.7164397026518845
3.0, 4.098414880703885
2.0, 1.8454709581367865
3.0, 2.515943398484788
5.0, 7.386906037548648
5.0, 5.694432888902266
4.0, 3.1110238407780266
5.0, 5.4563434249418075
3.0, 2.340709035761229
4.0, 2.6382312792684344
1.0, 1.6206473168876978
4.0, 4.302225339416527
1.0, 0.4141508690391733
4.0, 4.771181478244934
1.0, 0.6410835197586207
3.0, 2.345573518110159
5.0, 4.524469825448277
1.0, 0.5111210022299281
3.0, 2.5341400726589773
1.0, 0.8968110979220892
4.0, 3.645171933275667
4.0, 6.133211664547142
5.0, 6.472441901675923
5.0, 3.909261568500275
4.0, 3.3317908128537135
3.0, 1.3959267779741555
2.0, 3.5278177106893747
1.0, 1.1710476382456838
3.0, 1.4691308986865967
3.0, 2.3010947993368536
2.0, 2.0684997184842313
4.0, 5.588549894717801
2.0, 2.406970376495745
5.0, 4.519371816552923
5.0, 6.046137162357086
1.0, 1.0608070022571805
1.0, 1.950963470093658
1.0, 1.6945996694146168
1.0, -1.2934875412759705
2.0, 3.269231086106907
3.0, 2.0852757188079307
3.0, 4.0769288122005864
5.0, 6.925479134254633
3.0, 3.040826285046342
5.0, 3.766317388684056
1.0, 1.914127711010385
3.0, 3.010434922372835
5.0, 4.6335676110253825
1.0, 1.0551953456840246
3.0, 2.844047414172108
2.0, -0.40419525885337526
5.0, 4.673382094869031
4.0, 4.7150931801492675
3.0, 4.352637362660299
1.0, 0.34121913230374135
4.0, 4.9045025611178525
3.0, 3.4503280298503927
2.0, 1.1955711660246926
2.0, 1.0392205010417026
5.0, 4.8665306613754575
4.0, 3.1978223174283844
4.0, 3.5454438570199676
1.0, 0.70297863511451
1.0, 1.4342999363001094
1.0, 0.7619294009848765
3.0, 5.330867364943483
3.0, 2.4135773358580614
2.0, 0.5546215578820612
5.0, 5.317185043871027
5.0, 5.43781042514537
4.0, 3.412681332955761
5.0, 4.6856493782710205
4.0, 4.686448889339901
4.0, 3.6561822458583415
2.0, 1.650906342335782
3.0, 2.079166761626496
3.0, 2.2017244671895146
3.0, 4.3161053090415935
4.0, 5.6453494023905275
4.0, 5.036426652086826
2.0, 1.4821417845326412
1.0, 2.0682310425414725
3.0, 2.3904082062137544
3.0, 3.577960249168226
5.0, 6.927490778345146
1.0, -0.8204702059442304
5.0, 5.410209330372476
4.0, 3.963824844725578
2.0, 0.8207380289968764
4.0, 3.4054629916630077
5.0, 4.5438844330966495
5.0, 4.244819266279016
1.0, 0.8245097080754049
2.0, 1.7634781177055698
4.0, 2.7379435853562013
2.0, 3.2613395953057003
5.0, 4.905832446983619
2.0, 1.066432651945999
3.0, 1.2926425055932933
1.0, 0.6339922530570403
1.0, 1.342407482204636
4.0, 3.9873591854943755
3.0, 3.7268198495274643
2.0, -0.08224902138250734
1.0, 1.1388959830938734
5.0, 3.1123557665962944
2.0, 0.6820938570117072
2.0, 0.7411105760867618
5.0, 6.228487174819004
5.0, 4.435490874488873
5.0, 4.21978881329787
4.0, 1.9089570613425852
1.0, -0.038123074738550145
4.0, 4.01754074877743
2.0, 0.4892088270189421
3.0, 2.664329054375048
5.0, 5.20560833329382
1.0, -0.6113319759386764
3.0, 3.450742874289328
5.0, 4.984306947382038
5.0, 4.660844636643879
5.0, 6.249677862013334
1.0, 0.5385132122450556
1.0, 1.6961798879887464
4.0, 3.735117014829397
5.0, 4.444475555309522
1.0, 0.3419582363130228
3.0, 3.005137777690778
3.0, 2.9211569935224584
2.0, 1.7802356964594115
1.0, 1.825559541083739
5.0, 6.356155510474837
1.0, 2.846505202973226
4.0, 4.447930361246896
3.0, 1.735884856635561
5.0, 3.2316237980294593
2.0, 1.7659491234409173
1.0, 0.38522508468137406
2.0, 2.8370954718790236
4.0, 2.6261780958438394
2.0, 3.5148672466467223
3.0, 2.6239970370740506
4.0, 3.1236539444581686
3.0, 3.278773987720859
3.0, 2.037642769558127
3.0, 1.5418002026148574
1.0, -1.2528722888793458
1.0, 0.9500930255962005
4.0, 2.6485517609400038
5.0, 3.813078839593052
3.0, 2.696464323603338
2.0, -0.4587659365665626
3.0, 1.7014503343883052
3.0, 4.826502698516849
1.0, 3.797982665561563
3.0, 0.769862745848449
4.0, 4.244619674144781
3.0, 2.9767557334841275
5.0, 6.197910019520421
4.0, 4.1366255641458896
2.0, 3.3231271467788783
1.0, 0.5602358448114613
5.0, 5.023791619610991
4.0, 4.444070170901905
1.0, 3.4923861258004356
5.0, 4.575960335631341
3.0, 3.9487324911774513
1.0, 0.20639713758469946
5.0, 7.342172674102546
3.0, 2.3910509732474465
2.0, 0.7954897684836879
1.0, 1.5173897986913056
5.0, 6.505092097146029
