m,p
8.0, 6.644915283966987
8.0, 7.5454991507350595
10.0, 9.288562881644257
2.0, 2.8114330231124063
2.0, 3.163770832362022
10.0, 11.197907422731067
2.0, 3.5244516438012194
8.0, 8.388530222694593
8.0, 7.450221633269377
6.0, 6.9686760200436275
8.0, 7.026392388071226
2.0, 2.587527211421888
10.0, 11.150457029684416
4.0, 5.078317872354093
2.0, 2.631413145558773
4.0, 2.041476955920107
6.0, 5.924603022759128
8.0, 8.897388231970144
8.0, 9.624709576377297
2.0, 1.8643574064579718
2.0, 2.305419384919369
6.0, 6.4958607629451155
4.0, 4.183572778138011
4.0, 3.0265063937851813
8.0, 8.409761430245625
6.0, 5.905255416638805
8.0, 8.008599827169117
6.0, 5.260195985037634
2.0, 2.346710305491156
4.0, 3.879960776562429
4.0, 2.6565271155027563
6.0, 5.275935793365484
8.0, 8.784149502912985
2.0, 2.5177857850740866
10.0, 8.316986498320889
2.0, 1.8140052843624401
4.0, 4.268520757956439
2.0, 0.0855528357668176
4.0, 4.8115448917733525
6.0, 5.8951727203671
2.0, 1.9692270122674134
2.0, 2.0422798386563925
6.0, 5.595870638826657
10.0, 10.081386935024664
2.0, 2.3269308484296976
10.0, 11.479828116068
6.0, 7.789794253753626
4.0, 1.8142763206152415
10.0, 11.943627627528137
10.0, 7.0225313346194245
4.0, 3.73695951526011
2.0, 1.669846990975897
2.0, 2.263773940298209
10.0, 9.443463980185916
6.0, 4.68438416622676
8.0, 9.78589146168745
10.0, 10.831102632679393
2.0, 1.543306355164738
6.0, 5.553116814991149
6.0, 5.392772956182029
2.0, 1.3308692621835676
8.0, 8.869654832602805
8.0, 6.291917520506395
10.0, 9.90879372497475
8.0, 8.488566953811585
10.0, 8.619637218575466
2.0, 3.6493505377322517
8.0, 8.000932941109872
8.0, 9.12792881702163
2.0, 1.9372307859759128
4.0, 4.533594275180318
10.0, 9.51939007605607
8.0, 8.744968477307038
4.0, 6.081301976322123
10.0, 9.812229622993197
8.0, 6.2369318575189805
6.0, 6.5875277169822475
8.0, 6.351111902904295
8.0, 7.367322487309982
4.0, 4.477494531338458
10.0, 8.971714902826566
2.0, 3.966157215163358
2.0, 0.42291341269283755
8.0, 8.204058569822703
4.0, 4.065712299561096
2.0, 3.1004351724453842
8.0, 6.864550006060532
4.0, 4.396308982660029
8.0, 8.912595094149092
2.0, 3.6222558489648096
6.0, 6.987826877091263
10.0, 10.379655005224807
10.0, 10.531170605893553
6.0, 4.340970747430141
6.0, 7.030355430064025
8.0, 7.9157344417102244
8.0, 7.211603884121998
4.0, 3.815851289141031
8.0, 8.67150970068383
6.0, 5.886521465589982
8.0, 7.37909168842139
10.0, 11.260127301417205
2.0, 0.9336000657080852
8.0, 7.561231525892471
10.0, 10.363706921818913
6.0, 5.945711127015419
8.0, 6.591789147757823
10.0, 10.051714755497482
6.0, 4.6458756787775455
6.0, 5.815356815413395
6.0, 5.309253801876769
6.0, 5.451549838300431
8.0, 6.942210965932652
8.0, 9.692383367943371
10.0, 9.238133443800194
10.0, 9.666348714183552
6.0, 8.212097999672054
6.0, 7.093350154115439
6.0, 5.1304551473913484
4.0, 4.934024950174842
4.0, 4.580437232530687
6.0, 7.813954367174228
6.0, 6.297048940011855
6.0, 6.0883756490811445
