m,p
1.0, 1.9768804754515221
1.0, 1.9903346541981781
6.0, 6.786639960734792
3.5, 3.9722849113069647
4.75, 5.724476603161547
6.0, 5.138242652262205
4.75, 3.8216864653317346
4.75, 5.073910216855853
3.5, 3.7039283179780256
6.0, 6.119628552213896
3.5, 4.345345737989325
4.75, 3.8479861805897104
4.75, 4.966498378816796
1.0, 1.0155043914188042
4.75, 5.0922471781428715
4.75, 5.790967997229523
3.5, 4.278831340834104
6.0, 6.771596481190643
3.5, 3.3168446764251067
3.5, 3.555738479134867
4.75, 5.37328388925541
4.75, 5.897827681089652
3.5, 2.8248828952464375
6.0, 4.291771005762295
1.0, 0.7838034258663762
3.5, 1.970321202746963
1.0, -0.25780131588855837
4.75, 3.7112183670500976
4.75, 4.651506892714555
6.0, 6.025939048956545
1.0, 1.2373436298955238
6.0, 7.166756411926161
1.0, 0.22507780347763284
6.0, 5.4463183192240345
3.5, 2.6876211216062957
3.5, 2.7500114400088305
6.0, 6.151531020259707
4.75, 5.126222035692781
1.0, 0.7033959091670968
1.0, 0.2174964743526009
3.5, 3.018000306588661
6.0, 5.1054499585955435
6.0, 6.275825808111343
2.25, 2.720458473864169
4.75, 4.417658313304024
2.25, 1.6927502836821846
4.75, 4.879316608883488
4.75, 4.5989961131830235
2.25, 1.781144607452821
2.25, 0.7454782568155904
6.0, 6.5512423397895265
4.75, 4.108528334749423
6.0, 5.736877500629186
6.0, 5.540751533925035
4.75, 5.2049758064738025
2.25, 1.2826783078063486
4.75, 4.444762339579717
4.75, 3.8642653083659644
6.0, 5.811075218114458
1.0, -0.08479089619642766
4.75, 3.6541382090429044
1.0, 0.20157803033138877
1.0, 0.049976507375051105
3.5, 2.9281927312831857
1.0, -0.8557976324175023
6.0, 6.486628562387553
6.0, 5.677140190553325
1.0, 0.1255549932559641
6.0, 6.564791454774062
2.25, 2.325306386883309
6.0, 4.7750109238272795
2.25, 2.6140351960020665
4.75, 5.218757085920544
3.5, 4.175797220333813
6.0, 6.693582068519914
2.25, 1.9146776951171207
3.5, 3.564932229961237
1.0, 0.6218475004064787
2.25, 3.6377950186926693
1.0, 0.014930361345621757
1.0, 1.4621163413774398
6.0, 5.6721698224545225
6.0, 6.681405350804305
2.25, 1.7196343186266363
2.25, 1.6918880107804548
4.75, 4.258356839725128
4.75, 4.105971659339645
1.0, 1.012334855459726
6.0, 5.1074043120011545
6.0, 6.033745036323654
2.25, 3.1705270009651416
4.75, 4.958132879352068
3.5, 3.779081571548633
3.5, 4.8373284035736965
2.25, 3.0026248620523974
2.25, 1.6842021445463724
6.0, 6.3484595222889055
1.0, 2.4214877626575158
1.0, 1.101355124849621
6.0, 5.0926110025707665
