m,p
4.5, 2.337779007760116
4.5, 5.030693322871504
3.0, 0.5896834526163923
3.0, 2.5536437618132943
3.0, 1.8513394514321453
1.5, 2.5437159044657314
3.0, 2.7512894290056407
1.5, 1.484368127733226
1.5, 0.02328348068413466
1.5, 1.8209993380263163
1.5, 2.950778778850629
1.5, 0.2436591943808395
4.5, 3.9589992798434
4.5, 3.5169797967200918
4.5, 5.451149881211427
1.5, -1.354602701300784
4.5, 3.7080139416166897
3.0, 1.5922815246181539
3.0, 1.8909818302046608
4.5, 4.783424926463137
3.0, 1.9752300613431688
4.5, 5.68616848601871
1.5, 2.243557168265072
3.0, 2.8742452736688318
1.5, 0.6681075575595616
3.0, 4.209037784746406
1.5, 0.7147039347626555
4.5, 5.712775786790419
1.5, 0.6373429057592275
4.5, 3.5993273651281106
1.5, 1.2142843844503715
3.0, 3.0112754963145494
3.0, 1.6001070386563137
1.5, 2.3137114898281914
1.5, 0.4002139529193003
4.5, 4.894673402644587
1.5, -0.014171717465903733
4.5, 3.5453780050885504
4.5, 6.035857346922567
1.5, 1.0666010653836613
4.5, 3.8514936466060656
3.0, 3.772982693646752
4.5, 4.385009653990033
4.5, 4.8480868402655775
1.5, 2.2660379333834886
4.5, 5.724049787763743
4.5, 3.0209259143510456
3.0, 2.629460658620005
3.0, 3.4825966385865943
1.5, 0.7318536699260625
4.5, 4.66922994830445
1.5, -1.8264794920585463
4.5, 4.589699568797344
4.5, 4.312506457176537
1.5, 1.9496730747860647
1.5, 1.8516764978874716
4.5, 5.110959475410812
3.0, 4.5431143401884455
3.0, 2.5479981045673576
4.5, 4.376785351943064
4.5, 4.1904705071749335
3.0, 1.4182291701981176
3.0, 3.2138400598443857
4.5, 6.202984564566331
4.5, 3.5682538366999217
3.0, 2.4712103727590273
3.0, 2.9003859027657293
1.5, 1.8564418094698771
4.5, 3.8295757659757133
1.5, 2.406336474889625
4.5, 3.1829810801800704
3.0, 2.9131059035356417
4.5, 3.129223854269808
4.5, 5.729399252534894
3.0, 4.0625929252306925
4.5, 5.4013558089537606
1.5, 1.1565767515247476
4.5, 3.760344860133174
1.5, 1.785208835388786
3.0, 2.4216466122276703
4.5, 5.008278684108513
3.0, 0.8768798103609972
3.0, 1.8712245841403272
4.5, 3.979561836692524
