m,p
3.5, 3.204738485645927
2.25, 1.3884401848644365
4.75, 6.058526288939818
1.0, -0.13011786748098464
3.5, 2.1645879708059823
3.5, 3.0697736050917808
3.5, 4.001659015869104
3.5, 3.1811367121242564
4.75, 4.530510142925253
2.25, 2.3018844471732574
1.0, 1.426241700932556
4.75, 5.155278537761468
2.25, 1.9893890609353475
4.75, 4.730752903818928
3.5, 3.1215757997407105
6.0, 7.028173531588703
1.0, 0.7613300443204749
1.0, -0.5606387099164716
4.75, 4.022027114529773
1.0, 1.6050529389319665
4.75, 4.649967152463226
1.0, 1.2474600492425165
1.0, -0.06368436604360928
6.0, 6.669738837777511
1.0, 1.7597463290966329
1.0, 1.1154616833915476
1.0, 1.2617268816451621
4.75, 5.064110977964462
4.75, 4.150198197256655
6.0, 7.562538365266113
6.0, 5.471146222534076
3.5, 5.493771964223557
2.25, 1.4821526510821825
4.75, 4.427412535233697
4.75, 3.415262014903913
4.75, 4.938803696014799
6.0, 6.724931383941452
3.5, 4.205211671069892
2.25, 2.7441755227173608
1.0, -0.6333701433835774
1.0, 1.61720149963066
3.5, 3.5142617176925013
3.5, 3.884707475911032
1.0, 0.11868569284412744
2.25, 2.3670266134941906
1.0, 1.3675556730306457
4.75, 5.286093588629099
2.25, 2.4279758145445327
4.75, 3.2015993888547536
6.0, 6.263830490181357
6.0, 6.190771175524812
4.75, 4.743583577358182
2.25, 3.781175615108979
1.0, 0.52999117776776
2.25, 2.6723240068517953
3.5, 2.896111609345821
4.75, 5.040709804938011
4.75, 5.205130682272019
2.25, 2.1591024071409963
6.0, 5.809470931213606
4.75, 4.524835809930558
3.5, 3.844702483388725
3.5, 3.37237821816088
2.25, 2.5928783296636144
1.0, 0.5861469701772102
6.0, 5.298644713361436
2.25, 2.471518338455442
4.75, 4.6305668496829675
3.5, 3.642360574287174
1.0, 0.27015364219775295
1.0, 0.6661293643682763
2.25, 1.60906230262094
1.0, 0.9167415943219406
1.0, 0.878115158995976
4.75, 5.459865376551383
6.0, 6.539421144803805
1.0, 1.7697676900268244
6.0, 6.314856116869056
6.0, 5.213645239188242
3.5, 3.8220418069556263
6.0, 6.319261059211142
1.0, -0.19588054955043233
4.75, 4.531266759236964
6.0, 6.772714785706604
3.5, 3.6362593656649285
3.5, 3.488299194780721
2.25, 2.4254986268266427
2.25, 3.055916597456399
1.0, 0.4419554545824751
6.0, 6.103873306074899
3.5, 3.9826384569833664
3.5, 2.489148627682683
3.5, 2.336954157084432
2.25, 2.0581992265773614
2.25, 3.7418008099202242
2.25, 3.0881972052989837
1.0, 1.6080215536569402
2.25, 2.6486841609779495
4.75, 5.208620475986624
4.75, 4.504330893234288
4.75, 3.9194980948101152
4.75, 5.438277065480142
2.25, 2.6650497304571554
1.0, 1.46442527969744
3.5, 1.115011206122126
2.25, 2.0918368354455597
6.0, 6.287622443826551
6.0, 6.064303698735476
2.25, 1.8618654739803282
3.5, 3.1447256439571105
1.0, 1.73186094422155
3.5, 3.9212023999500993
1.0, 1.189853104246703
4.75, 5.831064516902853
2.25, 2.4543596055958545
2.25, 2.401951992782879
4.75, 5.496045451190052
6.0, 6.598550996341825
6.0, 5.11085117452187
4.75, 5.655986471398744
4.75, 3.8481189858698865
6.0, 6.089583899955204
2.25, 2.4929795193030753
4.75, 5.335733048587206
6.0, 4.535528945816681
6.0, 5.737645999601286
6.0, 6.064965062201749
4.75, 5.429729116211859
6.0, 4.429006104111037
4.75, 5.30653956620235
1.0, 0.7285581209124079
6.0, 5.952321436714644
2.25, 2.712905943794734
2.25, 1.7689554084559191
6.0, 5.561134448935217
4.75, 5.3221960745564765
6.0, 5.487551712836541
1.0, -0.4566957078489333
6.0, 4.9577024121172695
3.5, 3.154819166187602
3.5, 3.1296711923608296
1.0, 0.09843108361564301
1.0, 1.3703822991679453
4.75, 4.824792475113278
1.0, 0.24055042787170577
6.0, 6.4074498627535625
4.75, 4.8023131415798
1.0, 1.6621428962904736
6.0, 6.913582280659538
2.25, 2.539354318580615
4.75, 5.620882057910157
4.75, 5.378877754160453
3.5, 3.418258570131178
2.25, 2.180636296744269
4.75, 4.619537265507982
1.0, 1.0099205072444506
3.5, 4.199711270849587
4.75, 4.048222324781554
1.0, -0.27196841721496057
2.25, 2.283724589231421
2.25, 3.5170797920154317
4.75, 3.7310486618232988
6.0, 6.926003372889342
1.0, 0.6625757784880313
6.0, 6.545211337697815
6.0, 5.455685075505203
4.75, 4.945196954191423
4.75, 4.0602212268094
6.0, 7.34980898629939
6.0, 4.82801934759175
1.0, 0.6004587034491015
4.75, 4.146380509802812
6.0, 6.255191257873262
1.0, 1.2367380207690026
1.0, 2.889026345328641
3.5, 4.104653203784382
1.0, 0.3219198197924701
4.75, 5.329453217078709
4.75, 3.3947810337967255
1.0, 0.7979892305464731
6.0, 5.520460267057192
1.0, 1.4992251754802512
6.0, 6.645011121823342
3.5, 3.3776698450407023
2.25, 2.446461269341084
2.25, 2.65517984646396
3.5, 4.240204994601879
3.5, 3.588297578816407
2.25, 0.9854712813279254
4.75, 4.466652959915173
2.25, 2.795684024698422
4.75, 5.484071034797306
1.0, 0.46075662118899385
1.0, 1.2951670263423973
3.5, 4.481240464379265
4.75, 3.3920451093800303
6.0, 6.170602851505139
1.0, 1.8313229882740303
6.0, 6.659770168053617
6.0, 5.1864350421432315
2.25, 3.60122826679694
4.75, 4.194666165551407
4.75, 3.3244472002771897
1.0, 0.6450735380563697
3.5, 3.0148707090720954
4.75, 4.280818361386846
6.0, 5.0814108463974135
3.5, 4.057163597326281
2.25, 2.8736741913773427
6.0, 5.8696944885418585
4.75, 4.092209941682312
2.25, 2.249872700533208
2.25, 3.6005493254041125
4.75, 5.004474783053208
2.25, 2.038075545847734
2.25, 2.2859440213933944
3.5, 3.2890076057725888
2.25, 2.5536165526265946
1.0, 0.7528288589159766
6.0, 6.572737209084436
3.5, 4.9664315362519424
4.75, 4.245276887189192
4.75, 5.828360952685154
3.5, 2.8161508694211035
4.75, 4.851651853601431
6.0, 6.915545799919417
1.0, 2.6334645140184993
1.0, 1.0403290588308476
3.5, 3.0997214034682
6.0, 6.359188389144917
4.75, 3.730158977099253
6.0, 4.345547258506976
3.5, 3.0006622508008434
1.0, -0.7352208817326402
1.0, 0.8074719461399379
6.0, 7.563856833508678
4.75, 4.6817746908520625
2.25, 1.463053745262166
3.5, 2.1734619794429917
4.75, 4.770384821383089
3.5, 4.86841980365016
6.0, 7.083776123329284
6.0, 4.814364238374316
6.0, 6.0842998814714
4.75, 4.213627230166922
6.0, 7.312554484417295
2.25, 2.630766139220059
1.0, 2.239630330740183
3.5, 4.337904803431539
4.75, 4.818979834824576
2.25, 2.93362490318846
4.75, 4.813290319950361
6.0, 4.772153269432977
4.75, 5.132681047107207
1.0, 0.7473119988278323
2.25, 3.979497924842751
3.5, 3.532666674802438
3.5, 2.7238818901061634
4.75, 4.354752417108412
3.5, 4.128816894440635
1.0, 0.21502846922867502
4.75, 4.817921928350662
6.0, 6.084627838566793
4.75, 5.114492344049119
6.0, 5.791286440615326
1.0, 1.394612227041835
4.75, 6.134269856427272
1.0, 0.3612367687831659
2.25, 2.309651004116092
2.25, 1.0906148975142516
3.5, 2.645904169333507
2.25, 2.222739209988815
1.0, 0.8132184728150186
2.25, 1.890296282438582
4.75, 4.816570083048479
4.75, 4.870411672727852
